,I usually know all the new and emerging music artists,A music artist's social channels are the most important place for me to check in on,I don’t really think about whether or not news organizations have accurate or unbiased information,I use social media for flirting and dating,My friends are more important to me than my family,"I am eager to see my favorite artists’ video updates on social media (e.g. Vlog, Instagram Story, Snapchat etc.)",I like to discover new artists before my friends,President Obama is the worst President in US history,It isn't fair to bring up young children in a big city,It is perfectly normal if a man wears women's clothes or vice versa,Success in America is more a result of hard work rather than good fortune (having connections and good background),The government is hiding what really happened on 9/11,I think it’s fine if college athletes lose their scholarships when they get hurt and can’t play anymore,People worry too much about the environment,Politics (General Interests),The world would be a better place without smartphones,It is more ethical to be vegetarian,National news,My faith is important to me,"I have been known to ""stalk"" someone on social media","Whilst watching TV, I search the internet for products I see advertised",Family over everything,I would pay for access to magazine content online,I like to go on vacation where activities are organized for me,Anyone who watches Fox News for news is dumb,I don't care what my carbon footprint is,"Across history, religion has done more bad than good",I have never left the country,Transgender people are just confused,I prefer watching TV on my laptop or tablet,cluster
family,0.060938734761232044,0.09042063138099171,0.07048018850449642,0.054211461912900716,0.09030678644039125,0.046539668468526946,0.040435227530473294,0.05210395769468901,0.06924605358171151,0.023345398157649466,0.008493961295118924,0.03036615929730424,0.06357011939647339,0.048607200960166075,-0.06047628087714499,0.022034878907357447,0.07590541972721121,-0.07567251094239089,0.02004488809769428,0.0639743415831037,0.054739602838383083,-0.014065035202337955,0.08585234382743165,0.042761894642606324,0.019562773497850544,0.04235485061359148,0.05482526582483083,0.06542629027976951,0.03859564891089928,0.058450554685893275,2
good boys,-0.067030994849511,-0.09834689522741269,-0.1665012459480672,-0.1745856983229381,-0.11605329484300472,-0.0021920203947544126,0.01911546746089947,-0.03452194964166891,-0.11012375082937206,-0.002775338600486482,-0.02784484660130887,0.0035426279763866864,-0.06406330470423705,-0.08756219743089141,0.059116170973975396,-0.04248027632224144,-0.0955353907363191,0.0594610693840488,-0.04534003448700219,-0.09262981210096764,-0.014643103871762111,-0.020269013317790505,-0.17441885269469296,-0.02753977991160414,-0.04299371597029636,-0.036935380851239624,-0.039496774303557414,-0.031000487692631612,-0.004726070140481459,-0.06632259096167042,20
instant family,0.0029974348220106473,-0.0019350273639358873,0.0024426980797832287,0.035359692437387874,0.007020290759526954,0.027603470880220776,0.002888924793698483,-0.013580254068826986,0.009642252339062823,-0.017582988253274284,0.01458533458100017,0.008675441041948284,0.012850736030021986,0.017890215793432362,-0.03478051186740991,-0.003989833253196795,-0.015856413822106924,-0.027688008843950868,0.0362792768422313,0.05943718086071806,0.03198272170947096,0.03533725501012498,0.01769076906102396,0.05507848355903129,-0.025222882180209294,0.012952299830428032,-0.02996301678404037,0.032873284909411826,0.01596969034938342,0.024603499984221427,7
isn't it romantic?,0.05418865445779278,0.03224186019636885,0.07191265889823142,0.038734990239011224,0.06676521948371603,0.065611114546706,0.04575550233699395,-0.010257260124209772,0.04843517234025346,0.0352618461417499,-0.0153969648718007,0.0496144086478198,0.027005587011778742,0.0332639043703887,-0.07948127392449156,0.008125988072860135,0.07215663387992141,-0.06091020841248729,0.012931353394883771,0.06905675293196187,0.03688439879987393,-0.03130159110202804,0.03925369845403448,0.06274158166847853,0.010231961553279711,0.01992127443487196,-0.0013219337876826387,0.020076034641822532,0.019715618411619174,0.04892691193569865,1
little,0.027846240743208545,0.011958333828260684,0.055699706957205455,0.08100941510665421,0.0230714490530248,0.026434278967266855,0.001369549623292013,-0.04268149550700415,0.003093922335953486,-0.004462419570901294,-0.0027087575020535853,0.07167754754349051,-0.005314097631698267,0.008503600356227325,-0.033653446608959414,-0.017626369640785566,0.0357534112106494,-0.03203771161089994,0.03225959345962229,0.032712223632303486,0.014937542319525307,0.029520781394199558,-0.001261630957987439,0.04029493364373142,0.010909441943002612,0.003097917339079548,-0.012574308618672259,0.026747615466717167,0.005122756764708858,0.010051517857315617,6
luka chuppi,0.03086285981981779,0.05028049272486301,0.06560944364917731,0.09285411044673353,0.1159283025230014,-0.00406149916588569,0.02729935344306611,0.06640369997093074,0.05074192795311905,0.03438634301746507,0.016942914527777797,0.033269823403115156,0.1388002452781376,0.057417770721159944,-0.057476441293295294,0.0817249779733519,0.07868599033546764,-0.028388254995420997,-0.030135837208326605,0.11820349590161636,0.0016854021425486698,-0.03163955460597728,0.05581648903660791,0.0419885091525109,0.0559179421423332,0.127455472752322,0.02897019974311152,0.021940698182399687,0.06537990396171733,0.10023865628549666,2
murder mystery,0.23180299592491982,0.3341465045497557,0.04755339757924068,0.23565611013778076,0.17678943366368804,-0.024587763927845452,0.09395787306415611,0.13709090942352828,0.023137473499769357,0.026535540817492903,-0.09990251629013736,0.10278797266599493,0.27330486345244903,0.13487788053575495,-0.06754903909044294,0.07790869520516014,0.20994983588256266,0.015020062331573436,0.014729571331377561,0.16834536128744879,0.1895884236891019,0.048625365872754706,0.20458694838425648,0.13559674391121657,0.16419796191852493,0.10900583818076676,0.07452661604266853,0.11549394221164302,0.022429007031917955,0.23327060052575546,5
no manches frida 2,0.0557834236599605,0.04311367521637324,0.018889613533385752,0.08918003295011598,0.05605885877900388,-0.003152997665629792,0.011299391336180215,0.05461955660495024,0.03051715769384758,0.03113818808172822,0.010502679995690656,0.01107963638694176,0.06544050075096894,0.03501755958237396,-0.05901431988541056,0.02103204004145351,0.03457867078797536,-0.04112693205544715,0.0055878975980348244,0.08016059175549373,0.02143871689610219,-0.012472095205668832,0.037286533660037424,0.033165386410556136,0.04539887544422119,0.035873297051190606,0.016579099042312917,0.03337021215317171,0.031934484820796055,0.036952812430045,3
poms,0.04231108455672056,0.07244069440248707,0.022253991384823424,0.042875030239930695,0.12009945377338077,0.01498822948550349,0.010769723649321827,0.06186041202060752,0.0588049701963585,0.015400356028528128,0.037023360861540594,0.0635075671286594,0.06280279851080647,0.06101680052055819,-0.006914180101480261,0.056516498186076514,0.08260184529387793,-0.0284518329718757,0.02423991916247023,0.07836653977227276,0.026990457283331742,-0.026270041242941328,0.07151028446170149,0.03727526255738023,0.028417233204529824,0.038331366101031605,-0.0027255850401618764,0.007644943873645144,0.051178180164778875,0.05531152026958697,1
second act,0.050640727539259967,0.0808214024224271,0.08532316057601516,0.051691093028324156,0.11599361868078065,0.0476808778234933,1.1899002371404399e-05,0.020819588818522666,0.047827032830275534,0.015786135731714834,0.027583382537517867,0.06704614238261715,0.07230027818426546,0.04065812809821297,-0.06547961746780609,0.014705032077248437,0.054933788469324785,-0.07718244191727613,0.02477684293621754,0.05745355248555206,0.041576937693318744,0.020538953838682525,0.08028075394546601,0.009788993157412884,0.0029138450454860576,0.036710452460584575,0.029954390373432782,0.033987207752009765,0.02934436105706048,0.0775974952601841,1
the beach bum,0.07048405451446768,0.0671800944614685,0.041700103036522274,0.052458270414877606,0.0713323548626319,0.015099475920754862,0.03759152317405484,0.07687207401540622,0.02053890527402577,0.04791462269654753,-0.015265348644609933,0.04660199275149324,0.06948466792903285,0.06621987991163683,-0.038200346880286895,0.03219058987986881,0.04975699422468666,-0.04759942645039622,0.005836393609930074,0.06355034318188263,0.05296459675909254,-0.002273678156817588,0.029346207080041736,0.00969930766181909,0.06519080289097365,0.07010507462084081,0.031969473325022896,0.03355094223230534,0.0613442627447465,0.034701065006323695,3
the favourite,0.024893998482239554,0.06175326006659046,0.0027196366302480457,0.09875172730030564,0.06033146833215408,0.040561692362994894,0.005327535250466836,-0.028592373354939388,-0.014115272489873681,0.10114534224611568,-0.09936735057809848,-0.017531071921125768,0.002190413761116311,0.0002173377220084649,-0.0010206052501208207,-0.02502937167890848,0.09650251576937716,-0.01700174168523269,-0.0847781149713776,0.06890191259879955,0.009726406640356455,-0.08035906253933386,0.04206616273957334,-0.0037207815258491067,0.0750732682437848,-0.0013817477941780454,0.07914984078604106,-0.03347752513130653,-0.041797545550680465,0.03254880075514553,5
the hustle,0.06751030038525394,0.021133574914350528,0.02024853591910067,0.03641300640324377,0.06917788034474578,0.04785163616694918,0.0396055975806304,-0.05238578936797056,-0.02931924687314827,0.04067654188238404,-0.02149658045286293,0.021142156483958313,-0.006566790269467576,-0.00826682724539421,-0.03386857770661009,-0.011602333577382079,0.0015444222247332218,-0.035392233809688506,-0.00035505670066460215,0.0346440331265816,0.020014125265486654,0.011305749797448833,0.021599638339133392,0.07558896393366549,0.025258237346783535,-0.029898745857673936,0.036655202137265946,0.03421385340791355,0.01917748443068193,-0.015594715547814136,6
the sisters brothers,0.024210927345980626,0.0496876283714435,0.05803942418047478,0.022033986863945004,0.05745211914691817,0.05011275862279965,0.023993686234725475,0.03142877295572313,0.01739835247919297,0.04992469856878767,0.0005430559317165795,0.021218453359425654,0.04987997209092959,0.027824658438649758,0.009827025121848104,0.04980952737530936,0.04544789192437909,-0.03535594743187642,-0.021408083529155422,0.019617066894600466,0.02545805555792452,-0.005677411639975677,0.04213332792510813,0.008768405653284184,0.021413155977947407,0.014862835894937837,0.004989365901314491,0.025020295311565216,0.04063869418926866,0.0468767049545471,3
the upside,0.09058090095696475,0.03726082379416348,0.04725519360881397,0.026361796411195626,-0.029029305735874422,0.05458743086422513,0.06736757504118723,-0.003230362913078849,0.016390975945355823,0.021749041214428194,0.062240045639247205,0.02585648301103735,0.016225687159203,0.02883733406066602,-0.06960884477050314,0.051543326156904684,0.016468265090759604,-0.035616767195397414,0.025433211681570145,0.017512150173396884,0.03315706049772585,0.024503106178103057,0.06327687994770753,0.02140471746478398,-0.028974713679559866,0.006138308054558811,-0.03282348040646596,0.03489518762658794,-0.019354730259440178,0.0656780212919304,6
what men want,0.0765163390830235,0.0844071306319695,0.08468186891556767,0.0754275774224446,0.04119186543518741,0.05328408214649444,0.05481526766351405,-0.03325443933088104,0.033667831078856375,0.022916059317660525,0.044289121518209046,0.09263698448818819,0.021339506254436397,-0.028520612121181455,-0.04110281791279333,0.024710144693990466,-0.026445179947331143,-0.02519507255978848,0.03838709218346728,0.04442254419459224,0.08595338151173273,0.004291167631260279,0.015537358650472094,0.0582428485858362,-0.011900054029913287,-0.0083565942755367,-0.00866791495907343,0.07142173930827578,-0.028437125227038007,0.020415268944027704,6
2 fast 2 furious,0.054875433905406,0.015988290634471047,0.11813080984360583,0.006076315284890527,-0.05627014253830326,0.04891544370545939,0.04155911197555559,-0.055423735416168796,-0.03748893593812522,-0.06892171736480873,0.04339581580500229,0.1218773257391409,-0.05693301261618683,-0.03333553034279113,-0.14731740523277473,-0.014803609878104917,-0.03235674854022769,-0.10685050783196581,0.11627637976719127,-0.03990159375442054,0.06047410776996173,0.11244663013350567,-0.03448623257629305,0.07018817471823396,-0.08759417390279417,-0.008495606206569889,-0.06773356644406195,0.06658970844656573,-0.023321206023291352,-0.06556296384118687,13
a view to a kill,-0.0753728769358617,-0.09770850377368406,-0.08067713444134109,-0.04891445096685473,-0.03562693738975625,-0.09331852535298327,-0.05162485270180764,0.06212814769594821,0.04209582169911166,-0.03254641609824871,0.016701417066131707,-0.08223950619961479,0.014938065942685652,0.04195634099597828,0.057922751582885595,0.0007868589154271799,-0.021822163380497583,0.08163577453401766,-0.0020245511463488353,-0.07027661937828222,-0.03882172702383299,-0.03143371530653802,0.0012703474905610135,-0.07940652662770142,-0.03719350608462052,0.029540530920562053,-0.011542237622174295,-0.050823628708030116,0.0005360857825602028,-0.0875863216722429,14
batman,-0.06756685667333395,-0.08304387812945163,-0.08392965663137214,-0.08038530843014224,-0.11884333850225803,0.004809771391349693,-0.04201111147364772,-0.09081610346585922,-0.13771867716748676,-0.04230947809554003,-0.03575765102002071,-0.08441121177964023,-0.09047166560088937,-0.10155549783474149,0.0447605199429984,-0.10760161094932724,-0.04744615626248061,0.05468292831098609,-0.04216762741748581,-0.1564158701433242,-0.04022344256474997,0.012467359123129518,-0.08023481673562127,-0.012617511759252409,-0.036842722825601804,-0.10380460490153975,-0.049428196025099846,-0.05069697006461649,-0.07913806016953367,-0.05646936935905689,20
batman & robin,-0.05978402059642335,-0.031633141106993445,0.02216582686098753,-0.08768674248180572,-0.05694032860900766,0.0010444167707835128,-0.027173514634101364,-0.03568634639889229,-0.028846924710814598,-0.045343872606270375,0.05221375505453707,0.013222280531510755,-0.03902913575164568,-0.05059966313670833,-0.00566536093872369,-0.04689096279493782,-0.042011774124543155,-0.04391386745415293,0.0674069828497195,-0.08089238150747485,0.0006474583120611166,0.09316387499882342,-0.05784860919165988,0.01191493789907816,-0.054613496976941844,-0.062298963193893914,-0.06364174797640273,0.009819609270386304,-0.032402519147505415,-0.06207177107326445,10
batman begins,-0.01464102449165422,-0.08504950211580864,-0.04014066348903708,-0.0648804594938904,-0.11796031397338413,-0.01300444522373248,0.020548216935586533,-0.09489342233168907,-0.12021688942501474,-0.013531752604425629,-0.054043900313294424,0.02872141315939719,-0.04665762523561906,-0.10516719495006727,0.03033409555104341,-0.07368695410781623,-0.005779134713107703,0.023116774691848363,-0.03146599478476206,-0.0871346268819912,-0.0407384425417546,0.03162213714667558,-0.10299474382304871,-0.019035137023436677,-0.004757864048235694,-0.08445928557678825,0.01809454951564285,-0.012749507428135937,-0.042425552307723324,-0.04684198563462583,20
batman forever,-0.00756835519087945,0.041929123721689054,0.04814222105562618,-0.028913774829108924,-0.017061102231281544,0.02030132044582575,0.0018165089512876265,-0.04661294205970529,-0.016682368312236656,-0.022227177689377042,0.045687938604278444,0.0601536529077526,-0.035915983730940015,-0.022105276039822985,-0.0024002862553794413,-0.021697785256190982,-0.044082988741685813,-0.0248071122572055,0.06305175006110122,-0.050357633797423695,0.028684566654226112,0.05026385624674459,0.0027041424324258656,0.011595238959028753,-0.04118702265727475,-0.014214531525140323,-0.023387332826407342,0.0375161605510311,0.015009632583589727,0.0093179869806444,13
batman returns,-0.0707357823591272,-0.05386778827520666,-0.009059172313327174,-0.051626127499322355,-0.1171965228156267,-0.01105446308385552,-0.04180661781205661,-0.11094341704223781,-0.10726555939249827,-0.05504692627200003,0.02719589161683711,-0.0030955294615490625,-0.11937353288798402,-0.060975121534496524,0.010758186332553349,-0.07021105905093195,-0.0889257240960854,0.04475867015128315,0.003929348538913718,-0.06924046672127071,0.016799788633187346,0.0507164544322776,-0.11886017083580411,0.012255576404803181,-0.06047500422735913,-0.0826786344206972,-0.020383416469221566,-0.025660770249361337,-0.027900146515702107,-0.08973802314779272,19
casino royale,-0.1396938230682802,-0.2087186527329249,-0.15623012750226914,-0.16296913657433956,-0.1065866455112196,-0.14868871696035516,-0.14454127657552443,-0.04868605218260097,-0.11129748844720241,-0.09484834594544561,-0.04356845087001748,-0.1455032863600978,-0.1206710275576568,-0.06213772108632565,0.10600229163895705,-0.081204628204672,-0.11122613427748612,0.17211070458385874,-0.0823948446369814,-0.19725850352693758,-0.05992010547294466,-0.00214918221125307,-0.10393059118258244,-0.11118300358596384,-0.06657124360704614,-0.03857476659274575,-0.05098453365571168,-0.13983719079497617,-0.0689528374914522,-0.168936228746413,16
die another day,-0.10301529560761219,-0.0813909775843899,-0.05958231269080158,-0.11335194716259081,-0.06702328688404408,-0.08147471788061425,-0.0755563517222538,-0.010052711450525775,0.00877764776904047,-0.07815749697132629,0.009430932309957951,-0.06889966154754523,-0.07143341104198953,-0.023024461323164047,0.06117405269632889,-0.024070310444957388,-0.06158003655765715,0.03347214371129836,-0.020587820614889424,-0.14806162073078627,-0.042904541925714273,0.03483783417037378,-0.07989611843777336,-0.07723257054688004,-0.06890315382066237,-0.025970581556797795,-0.05470120197090725,-0.06137564277531546,0.0019908579155505923,-0.0767295930493056,16
